廠商代號,廠商名稱,廠址,電話,傳真,登錄日期,登錄範圍,證書有效期限,版本
7XEE007,聯成化學科技股份有限公司林園廠,高雄市林園區工業二路3號,07-6413501#6,07-6421087,087/01/06,"下列項目之生產：＊塑膠增韌劑＊&#37212;酸酐及其衍生物＊反丁烯二酸＊脂肪酸酯＊環氧樹脂",105/12/26,8
7XEE013,信昌化學工業股份有限公司林園廠,高雄市林園區工業三路9號,07-6431247#601,07-6425426,087/05/21,"下列項目之生產：＊丙酮＊異丙苯＊酚＊馬林酐＊丙二酚＊環已酮",105/10/03,7
7XEE014,台灣中油股份有限公司天然氣事業部永安液化天然氣廠,高雄市永安區新興路1之20號,07-6911131#350,07-6913790,087/06/08,"下列項目之製造：＊天然氣下列項目之接收與儲存：＊液化天然氣",105/12/26,7
7XEE017,中國石油化學工業開發股份有限公司小港廠,高雄市小港區中林路34號,07-8711161,07-8715487,088/03/22,"下列項目之生產：＊硫酸＊硫酸銨(肥料級)＊己內醯胺",106/12/01,7
7XEE022,勝一化工股份有限公司,高雄市永安區永工一路5號,07-6219171#771,07-6222620,091/04/10,"下列項目之生產：＊甲醛系列(福馬林、醇醛混合物、尿素甲醛樹脂、美耐皿甲醛樹脂、硬化劑)＊工業級有機溶劑(醋酸酯類、醚醇酯類、醚醇類)和電子級各種有機溶劑、有機酸下列項目之服務：各種有機溶劑和有機酸進出口儲存及買賣業務液體儲槽租賃服務：◎前鎮廠(高雄市前鎮區立業街2號)◎永安二廠(高雄市永安區永工一路18號)",106/06/14,5
6FBH001,統一企業股份有限公司新市廠,台南市新市區大營里大營7號,06-5991511#8036,06-5999216,095/01/10,"(廠商選擇不公布)",107/01/09,4
6S4H001,台灣電力股份有限公司台南區營業處,台南市忠義路1段109號,06-2160121#2605,06-2130972,096/11/07,"(廠商選擇不公布)",105/11/06,4
6XEH001,南亞塑膠工業股份有限公司麥寮總廠,雲林縣麥寮鄉三盛村台塑工業園區2號,05-6818487,05-6812497,094/03/29,"(廠商選擇不公布)",107/01/20,5
6XEH002,台灣羅門哈斯化學工業股份有限公司民雄廠,嘉義縣民雄鄉民雄工業區中興一街1號,05-2210948,05-2201049,094/12/27,"(廠商選擇不公布)",106/10/22,3
7S3H003,空軍第一後勤指揮部,屏東市勝利路350號,08-7656111#772406,,094/12/14,"(廠商選擇不公布)",106/12/13,4
1S4H002,台灣電力股份有限公司東部發電廠,花蓮縣花蓮市自由街136號,03-8350161#315,03-8355981,098/04/29,"下列項目之生產：＊電力(水力發電)",107/04/28,3
1S4H004,台灣電力股份有限公司台東區營業處,95044台東市正氣路38號,089-322481-380,089-322464,100/02/09,"下列項目之服務：＊發電及供售電相關活動",106/02/08,1
1XDH002,台灣水泥股份有限公司和平分公司和平廠,花蓮縣秀林鄉和平村和平路263號,03-8682111-6621,03-8682007,098/03/24,"下列項目之生產：卜特蘭水泥及熟料下列項目之開採：石灰石礦",106/11/01,3
2S4H001,台灣電力股份有限公司協和發電廠,基隆市中山區文化路80號,02-24248111#620,02-24260450,097/01/07,"下列項目之生產：＊電力(火力發電)",105/11/25,4
2S4H003,台灣電力股份有限公司宜蘭區營業處,26057宜蘭市舊城西路111號,03-9354809#3370,03-9362706,100/02/18,"下列項目之服務：＊供售電",106/02/17,2
2XDH001,台灣水泥股份有限公司蘇澳廠,宜蘭縣蘇澳鎮長安里永昌路46號,03-9962511#361,03-9971755,096/09/06,"下列項目之生產、儲存、運輸：水泥下列項目之開採、儲存、運輸：石灰石礦◎太白山礦場(蘇澳鎮太白山)◎蘇澳港區(蘇澳鎮蘇東里港區14號)◎永春堆置場(蘇澳鎮永春里永春路131號 )◎永樂堆置場(蘇澳鎮永樂里永樂路157號 )",105/09/05,4
2XDH002,潤泰精密材料股份有限公司宜蘭冬山廠,26948宜蘭縣冬山鄉安平村6鄰大安路357號,03-9596989*121,03-9595551,100/10/17,"下列項目之生產、銷售：卜特蘭水泥第II型卜特蘭水泥第I型水硬性混合水泥預拌乾混水泥砂漿水淬爐渣粉",106/10/16,2
3A0H001,力霸工業科技股份有限公司,台北市士林區福國路6號2樓,02-28322200,02-28357379,094/01/21,"下列項目之生產、技術服務：飲水供應機電開水機純水機",105/10/19,5
3S3H001,台灣電力股份有限公司電力修護處,台北市南港區向陽路80號,02-27853199#190,02-27855675,095/06/26,"下列項目之服務：各發電廠機組年度大修各發電廠、變電所設備修造、維修、緊急搶修、改善及檢驗◎中部分處(彰化市金馬路2段643號)◎南部分處(高雄市三民區市中一路407號)",107/01/31,5
3S4H001,台灣電力股份有限公司林口發電廠,新北市林口區下福里139-1號,26063222#326,02-26062261,095/11/07,"下列項目之生產：＊電力(火力發電)",107/09/04,6
3S4H003,台灣電力股份有限公司第一核能發電廠,新北市石門區乾華里小坑12號,02-26383401,02-26382111,096/03/02,"下列項目之生產：＊核能發電",105/11/17,4
3S4H006,台灣電力股份有限公司台北南區營業處,22063新北市板橋區四川路1段287號,02-29595111#2334,02-2959511#2335,100/01/14,"下列項目之服務：＊供售電",106/01/13,2
3S4H008,台灣電力股份有限公司台北市區營業處,台北市基隆路4段75號,02-23788111-5831,02-27325204,100/02/11,"下列項目之服務：＊供售電",106/02/10,1
3S4H010,台灣電力股份有限公司台北北區營業處,台北市中山北路5段380號,02-28881678#290,02-28823519,100/02/15,"下列項目之服務：＊供售電",105/08/15,1
3S4H011,台灣電力股份有限公司龍門核能發電廠,新北市貢寮區仁里里研海街62號,02-24903880~4729,24903138,101/02/20,"下列項目之--：＊封存作業之相關活動",107/02/19,3
3S5H001,台灣中油股份有限公司液化石油氣事業部,台北市信義區松仁路3號15樓,(02)87259598,(02)87899076,098/07/13,"下列項目之服務：LPG進口、輸儲、灌發、販賣及運輸油料卸收與輸儲",107/07/12,4
3S8H001,台灣中油股份有限公司,臺北市信義區松仁路3號,02-87258835,02-87899034,098/06/04,"下列項目之作業：一般辦公場所◎人力資源處訓練所(嘉義市吳鳳南路94號)",107/06/03,3
3SCH001,台灣電力股份有限公司綜合施工處,台北市文山區景隆街22號,02-29340505#160,02-29343635,098/12/14,"下列項目之生產：營建工程之施工監造發變電工程之施工監造",107/12/13,2
3SCH002,台灣電力股份有限公司龍門施工處,新北市貢寮區仁里里研海街62號,24902401#2421,24902773,100/12/07,"下列項目之維護保養：龍門(核四)封存計畫之維護保養",106/12/06,3
3TDH001,正德防火工業股份有限公司,台北市內湖路1段691之2號,02-26591123,02-25675265,095/12/25,"下列項目之設計、安裝、施工：防火自動滅火系統(儲油槽、瓦斯槽、油灌庫)防火自動滅火系統(二氣化碳、乾粉、各型海龍、泡沫、撒水(噴霧))自動火災警報系統、防火照明設備及廣播系統工廠大樓之防火自動控制機械工程室內消防栓、地上防撞型消防栓、消防水帶及接頭配件",107/12/24,4
3X0H002,南亞塑膠工業股份有限公司林口二廠,新北市泰山區南林路102號,02-27122211#5643,02-27178533,095/09/06,"下列項目之生產：線性低密度聚乙烯膠膜聚氯乙烯膠膜CPP無延伸聚丙烯膠膜聚丙烯塑膠板＊聚酯粒聚酯加工絲聚酯加工絲(原著色絲)聚酯加工絲(原著色絲)聚酯全延伸絲(原絲)聚酯半延伸絲聚酯半延伸絲(原著色絲)聚酯全延伸絲(原餅)紙管產品蒸汽＊電力超純水乾、濕式不織布濕式PU皮乾式PU皮＊合成樹脂PU建材＊PU樹脂架橋劑聚氯乙烯地磚＊聚酯＊彩色濾光片＊色膏＊合成皮處理劑＊TPU膠粒、膠布、膠皮＊銅箔基板＊客戶基材＊液態環氧樹脂＊固態環氧樹脂＊溴化型環氧樹脂＊酚醛環氧樹脂＊酚醛樹脂＊油墨長短纖布(染整加工)＊乾濕膜光阻＊離型膜軟水＊壓縮空氣＊聚酯棉＊聚酯膜聚酯全延伸絲＊固態聚合聚酯粒＊液晶顯示器面板＊液晶顯示器模組◎南亞塑膠工業股份有限公司樹林廠(新北市樹林區味王街55號)◎南亞塑膠工業股份有限公司台染廠(新北市樹林區味王街57號)◎南亞塑膠工業股份有限公司工三廠(桃園市龜山區文明路6號)◎南亞塑膠工業股份有限公司錦興廠(桃園市蘆竹區南崁路1段336號)",107/09/04,7
3XBH001,宏洲窯業股份有限公司,新北市鶯歌區中正三路230巷16號1樓,02-26796212,02-26796219,100/05/25,"下列項目之生產：石質地磚石質壁磚陶質地磚陶質壁磚",106/05/24,2
3XEH002,花王(台灣)股份有限公司,新北市新店區北新路3段207號10樓,02-86651958,02-89131156,099/11/17,"下列項目之研發、行銷販賣、倉儲、運輸：美妝用品事業 - 肌膚類用品、美髮類用品、專櫃化妝品＊家居清潔用品事業 - 衣物洗滌劑用品、家居清潔劑用品＊化學製品事業 - 油脂類產品、界面活性劑化學產品衛生用品事業 - 生理衛生用品、嬰兒衛生用品◎楊梅物流中心(桃園縣楊梅市高山頂高青路11號)◎中區營業所(台中市南屯區五權西路2段666號10樓之1)◎南區營業所 (高雄市岡山區岡山路434號5樓C室)",105/11/16,3
4A0H001,東勝電氣股份有限公司觀音廠,桃園市觀音區金湖里中山路1段1568-1號,03-4734901,03-4734922,094/08/15,"下列項目之製造：電冰箱＊空氣門冷氣機洗/乾衣機列車空調機冷凍冷藏機冰水機除濕機",107/02/05,6
4A0H002,台灣日立股份有限公司桃園工廠,桃園市蘆竹區內厝里內溪路29號,(03)324-4711#222,(03)324-2824,098/11/27,"下列項目之設計、開發、生產、服務：箱型空氣調節機室內空氣調節機除濕機冷凍機組容積式冰水機組下列項目之生產：渦卷式壓縮機",107/11/26,2
4A3H001,大同股份有限公司桃園電線電纜廠,桃園市大園區內海里民生路106號,03-3863111#245,03-3863116,098/06/02,"下列項目之生產：＊匯流排＊漆包銅線＊電力用電線電纜(包含161KV以下(含)交連聚乙烯絕緣電纜)＊電子線鍍錫銅線＊通信用電線電纜＊光纖電纜裸銅線",107/06/01,2
4A6H001,華城電機股份有限公司第三廠,桃園市觀音區中正路55號,03-4736957,03-4736975,093/10/19,"下列項目之生產：＊馬達控制中心＊配電盤＊裝甲開關箱＊線路負載啟斷開關＊亭置式氣封開關＊氣體絕緣開關設備下列項目之服務：變電所之工程安裝",106/01/30,5
4A6H003,東元電機股份有限公司湖口廠,新竹縣湖口鄉新竹工業區中華路15號,035-981711,035-984377,099/10/20,"下列項目之生產：＊氣體絕緣開關設備＊避雷器＊馬達起動盤及控制開關盤＊高低壓受配電盤＊無熔線斷路器＊照明分電盤＊電磁開關(含電磁接觸器及控制開關)＊變頻器＊可程式控制器＊伺服驅動器＊馬達起動繼電器＊漏電斷路器",105/10/19,1
4E5H001,金像電子股份有限公司中壢廠,桃園市中壢區中壢工業區西園路113號及113-1號,03-4612541,03-4522094,095/04/11,"下列項目之製造：＊印刷電路板◎中壢三廠(桃園縣中壢巿中壢工業區西園路132號)",106/09/30,3
4E9H001,富積電子股份有限公司,桃園市蘆竹區南崁路2段355號,03-3222124#298,03-3226899,094/06/06,"下列項目之生產：＊印刷基板組裝下列項目之設計、開發、生產：＊液晶模組＊電源交換器",106/09/30,9
4EMH001,台達電子工業股份有限公司桃園廠,桃園市龜山工業區興邦路31之1號,03-3626301,03-3627267,103/04/08,"下列項目之設計、開發、生產、服務：＊電源供應器＊交流馬達驅動器＊可程式邏輯控制器＊交流伺服驅動器＊永磁無刷馬達＊人機介面＊計時計數器＊溫度控制器下列項目之設計、開發：＊壓力開關＊機器視覺系統",106/04/07,0
4M4H001,東培工業股份有限公司桃園廠,桃園市八德區介壽路一段600號,03-3613151#293,03-3628039,098/05/12,"下列項目之生產：保持器滾動軸承密封板鋼珠內環外環◎東培工業股份有限公司中壢廠(桃園市中壢工業區松江北路7號)",107/05/11,3
4M8H001,東和鋼鐵企業股份有限公司桃園廠,桃園市觀音區保障里草漯116號,03-4761151-110,03-3682282,094/02/15,"下列項目之生產：鋼胚鋼筋混凝土用鋼筋",107/08/02,6
4M8H004,嘉發實業工廠股份有限公司幼獅廠,桃園市楊梅區幼獅工業區獅一路13、15號,03-4641088#2241,03-4644141,098/03/16,"下列項目之生產：冷壓不鏽鋼捲冷壓不鏽鋼帶冷壓不鏽鋼板◎嘉發實業工廠股份有限公司幼獅二廠(桃園縣楊梅市高山里6鄰獅一路17號)◎嘉發實業工廠股份有限公司埔心廠(桃園縣楊梅市高山里7鄰幼獅路二段5號)",106/10/13,2
4S3H002,國家中山科學研究院系統維護中心,325桃園龍潭郵政90008-7號,03-4712201#350207,(03)471-1790,102/09/27,"下列項目之服務：維修服務儀具校正整體後勤支援設計",105/09/26,1
4S4H005,台灣電力股份有限公司新竹區營業處,30060 新竹市東區中華路2段400號,03-5230121#180,03-5230121#130,098/08/24,"下列項目之服務：＊用戶供電與售電",107/08/23,3
4TCH002,國家中山科學研究院飛彈火箭研究所,桃園市龍潭區佳安村中正路佳安段481號,03-4452306,34713318,101/07/19,"下列項目之設計、開發、生產：飛彈武器系統之火箭武器系統、慣性導引系統、發射架系統及導控射控機械系統",107/07/18,3
4X0H001,萬洲化學股份有限公司楊梅一廠,桃園市楊梅區瑞原里民富路2段159之1號、161號及161之3號,(03)4723111#3616,(03)4724717,097/12/18,"下列項目之生產：黏性膠帶＊接著劑＊離型基材◎萬洲化學股份有限公司楊梅二廠(桃園市楊梅區民富路2段199巷18號)◎萬洲化學股份有限公司楊梅三廠(桃園市楊梅區民富路2段199巷12號)",106/12/17,3
4XEH001,台灣中油股份有限公司煉製事業部桃園煉油廠,桃園市龜山區南上村民生北路1段50號,03-3255111#2913,03-3252123,093/02/11,"下列項目之生產：＊汽油＊液化石油氣＊高級柴油＊普通柴油＊航空燃油(JET-A1、JP-8)＊燃料油 原油卸收輸儲＊柏油＊硫磺＊煤油＊丙烯油罐車灌裝◎海運組(沙崙儲運課)(桃園縣大園鄉沙崙村111-2、111-3、118-1號)◎海運組(海上作業課)(桃園縣大園鄉沙崙村111-1號)◎陸運組(五股儲運課)(新北市五股區成泰路一段233號)",105/10/30,9
4XEH002,台灣中油股份有限公司探採事業部注儲工程處,苗栗縣通霄鎮梅南里11鄰66-2號,037-763266#160,037-762792,093/11/05,"下列項目之製程：天然氣之管線昇壓輸送及地下注產氣",105/11/04,5
4XEH004,長春石油化學股份有限公司苗栗廠,苗栗縣苗栗市褔安里27鄰福星246、246-3號,037-320673#219,037-355591,097/03/24,"下列項目之生產：＊聚乙烯縮丁醛與聚乙烯縮丁醛薄膜＊冰醋酸＊醋酸丁酯＊丙二醇甲醚醋酸酯＊丙二醇甲醚＊六甲基四胺＊福美林＊聚醋酸乙烯乳膠與聚醋酸乙烯粉體＊稀釋劑＊環氧大豆油＊雙氧水聚乙烯塑膠桶＊聚乙烯醇與聚乙烯薄膜＊ 三甲醇丙烷＊奈米矽溶膠＊顯影劑＊銅電解液＊壓克力樹脂/乳膠＊甲酸鈉＊抗氧化劑(受阻酚系、亞磷酸酯系)＊剝離劑＊銅箔＊&#21537;啶與3-甲基&#21537;啶＊蝕刻液＊醋酸甲酯＊醋酸丙酯＊切割清洗液◎長春石油化學股份有限公司苗栗二廠(苗栗縣苗栗市文聖里21鄰文山245號)",106/03/23,4
4XEH006,台灣中油股份有限公司探採事業部天然氣處理廠,苗栗縣頭屋鄉象山村明屋98號,(037)252025,(037)252114,097/03/07,"下列項目之煉製、輸儲：＊天然氣下列項目之輸儲：液化石油氣天然氣凝結油丁烷丙烷",106/03/06,4
4XEH007,中國石油化學工業開發股份有限公司頭份廠,苗栗縣頭份鎮中華路517號,037-623381#370,037-622503,098/04/06,"下列項目之生產：＊己內醯胺＊尼龍粒＊汽電共生＊硫酸銨",107/04/05,3
4XFH001,亞洲工業股份有限公司,桃園市中壢區忠福里東園路24號,03-4529529轉520,03-4616143,100/12/12,"下列項目之製造、銷售：＊電著底漆，金屬表面處理劑，汽車及家用電器品之烤漆、噴漆，電子用塗料，易開罐塗料，捲鋼塗料，建築塗料，塑膠塗料及船舶塗料下列項目之設計、施工：＊汽車及家用電器品之烤漆、金屬表面處理及電著底漆之塗裝設備工程",106/12/11,2
5E8H001,台灣菱興電子材料股份有限公司,台中市潭子區台中加工出口區建國路20之1號,04-25320173-17,04-25324777,100/03/14,"下列項目之生產：半導體實裝材料生產濺鍍靶材",106/03/13,3
5S4H002,台灣電力股份有限公司台中發電廠,台中市龍井區龍昌路1號,04-26302123#2510,04-26398971,094/12/28,"下列項目之生產：＊火力發電",106/11/04,4
5S4H003,台灣電力股份有限公司大觀發電廠,南投縣水里鄉車埕村明潭巷73號,049-2774016#442,049-2871130,097/01/21,"下列項目之生產：＊電力(水力發電)",106/01/19,3
5S4H004,台灣電力股份有限公司台中區營業處,台中市自由路2段86號,04-22245131#6660,04-22259096,097/02/20,"下列項目之服務：＊用戶供電與售電",105/11/03,4
5S4H006,台灣電力股份有限公司彰化區營業處,彰化縣彰化市中山路2段418號,04-7256461#6503,04-7629575,098/11/24,"下列項目之服務：＊供電與售電",107/11/23,3
5XEH002,台灣中油股份有限公司天然氣事業部台中液化天然氣廠,台中市梧棲區草湳里南堤路2段88號,04-26380739轉631,04-26308456,098/04/09,"下列項目之生產：天然氣下列項目之接收、儲存：液化天然氣",107/04/08,3
5XEH003,台灣肥料股份有限公司台中廠,台中市梧棲區草湳里南堤路二段100號,04-25218588*204,04-26305618,103/10/21,"下列項目之生產：＊複合肥料＊硝酸＊硫酸銨下列項目之接收、儲存：液氨",106/10/20,0
5XWH002,鑫永銓股份有限公司,南投縣南投市工業區南崗三路294號,049-2263888*531,049-2263168,099/11/10,"下列項目之生產：輕便型輸送機用橡膠帶耐燃性輸送用橡膠帶輸送用橡膠帶◎第一廠(南投縣南投市南崗工業區南崗三路294-2號)◎第三廠(南投縣南投市南崗工業區南崗三路292號)",105/11/09,1
6F8H001,統一企業股份有限公司永康廠,71001 台南市永康區中正路301號,06-2536789轉6907,06-2531629,097/12/25,"下列項目之設計、開發、生產、服務：麥片(飼料用)畜產飼料食用油脂麵粉寵物飼料穀類食品殺菌袋調理食品速食麵米粉麵條休閒食品",106/12/24,4
6S4H004,台灣電力股份有限公司嘉義區營業處,嘉義市垂楊路223號1樓,05-2226711#3100,05-2226749,100/02/08,"下列項目之服務：＊供售電",105/12/08,2
6S4H005,台灣電力股份有限公司雲林區營業處,64049雲林縣斗六市明德北路3段39號,05-5323927,05-5343851,100/01/24,"下列項目之服務：＊供售電服務",106/01/23,2
6X0H001,南亞塑膠工業股份有限公司嘉義廠,嘉義縣太保市南新里北港路2段201號,05-3772111轉540,05-3772008,094/08/17,"下列項目之生產：＊片狀模造材＊PBT/PA/PP/PET/PC混煉膠粒＊配電盤＊配電盤器材(含真空斷路器、真空接觸器、變壓器、比壓器及比流器)硬質PVC膠布聚丙烯膠布及合成紙PVC真空蒸著膠布非結晶聚酯膠布PVC印壓膠布PET真空蒸著膠布塑膠門窗門窗押出品SMC門＊銅箔基板＊預浸基材玻璃纖維布＊不飽和聚酯樹脂銅箔＊聚對苯二甲酸二丁酯聚氯乙烯塑膠硬質管聚氯乙烯塑膠硬質管接頭配件聚氯乙烯塑膠硬質板聚氯乙烯塑膠硬質發泡板聚氯乙烯異押製品壓鑄塑膠棧板雙軸延伸聚丙烯膠膜珠光紙A-PET透明版＊壓縮空氣冷卻水冷凍水純水蒸汽＊ 電力軟質PVC塑膠布◎南亞塑膠工業股份有限公司新港廠(嘉義縣新港鄉中洋村中洋工業區2號)",107/01/19,5
6XCH001,台灣必成股份有限公司新港廠,嘉義縣新港鄉中洋工業區2之1號,05-3772111-506,05-3770414,094/04/20,"下列項目之生產：電子級玻璃纖維絲複合級玻璃纖維絲",106/04/19,6
6XEH004,台灣中油股份有限公司溶劑化學品事業部,嘉義市興業東路6號,(05)2224171轉6670,(05)2274815,098/06/04,"下列項目之生產：＊溶劑下列項目之輸儲：石油焦、硫磺＊溶劑下列項目之銷售：溶劑、石油焦、柏油、硫磺、化學品、生技產品◎石焦站(高雄市楠梓區高楠公路1155號)",107/06/03,3
6XEH006,長春人造樹脂廠股份有限公司麥寮廠,雲林縣麥寮鄉台塑工業園區27號,05-6812790*281,05-6812798,098/11/24,"下列項目之生產：＊福美林、三聚甲醛＊酚醛樹脂",107/11/23,3
7M8H004,唐榮鐵工廠股份有限公司,高雄市小港區沿海二路4號,07-8022811#2621,07-8022811#8022,098/06/04,"下列項目之生產：不?鋼",107/06/03,3
7M8H005,燁輝企業股份有限公司高雄一廠,高雄市橋頭區芋寮里芋寮路369號,07-6117181#7510,07-6117181#2504,100/11/24,"下列項目之生產：酸洗鋼捲熱浸鍍鋅鋼捲冷軋鋼捲熱浸鍍鋁-鋅鋼捲烤漆鋼捲◎燁輝企業股份有限公司屏東廠(90049屏東市工業六路6號)",106/11/23,2
7M8H007,鑫陽鋼鐵股份有限公司鋼一廠,高雄市橋頭區芋寮里芋寮路297號,07-6125177#7513,07-6125177#2504,101/01/05,"下列項目之生產：鋼管◎鑫陽鋼鐵股份有限公司鋼二廠(高雄市橋頭區頂鹽里典昌路2號)",107/01/04,2
7M8H008,燁輝企業股份有限公司路竹廠,82147高雄市路竹區三爺里復興路909號,07-6974428#6150,07-6974088,101/01/19,"下列項目之製造：大樓鋼構設備鋼構廠房鋼構",107/01/18,2
7S3H002,海軍馬公後勤支援指揮部,澎湖縣馬公市案山里文山路900號,06-9214311,06-9212467,094/02/05,"下列項目之建造：海軍通用艦隻下列項目之服務：海軍通用艦隻承修海軍各型艦艇裝備承修海軍通用艦隻及海軍各型艦艇之完工測試",106/11/03,6
7S3H005,海軍左營後勤支援指揮部,高雄左營郵政90192號信箱,07-5820072#2616,07-5824535,101/10/12,"下列項目之服務：船舶機件檢修兩棲履車保修",107/10/11,2
7S4H001,台灣電力股份有限公司高屏供電區營運處,高雄市三民區康平街192號,07-3214110#215,07-3129620,096/01/26,"下列項目之服務：輸變電作業",107/11/09,4
7S4H004,台灣電力股份有限公司南部發電廠,高雄市前鎮區成功二路5號,07-3367801#361,07-3316387,097/09/01,"下列項目之生產：＊電力/複循環發電",106/08/31,4
7S4H005,台灣電力股份有限公司大林發電廠,高雄市小港區大林路3號,07-8711151轉361,07-8715260,098/06/23,"下列項目之生產：＊火力發電",107/06/22,3
7S4H006,台灣電力股份有限公司屏東區營業處,屏東市忠孝路329號,(08)7329456,(08)7362959,098/12/25,"下列項目之服務：＊供、售電",107/12/24,3
7S4H009,台灣電力股份有限公司高雄區營業處,高雄市鼓山區鼓山二路39號,07-5519271#530,07-5511918,100/01/24,"下列項目之服務：＊供、售電服務相關活動",106/01/23,1
7S4H010,台灣電力股份有限公司澎湖區營業處,澎湖縣馬公市西文里西文澳120號,06-9213111ext600,06-9217943,101/11/22,"下列項目之服務：＊供售電服務下列項目之生產：＊電力(火力發電)--離島七美、望安、虎井機組",107/11/21,1
7TCH002,國家中山科學研究院化學研究所推進劑研製廠九鵬廠區,屏東縣滿州鄉港仔村大溪路16號,08-88100112#750327,08-8810443,100/02/16,"下列項目之設計、生產：火箭飛彈固體推進劑藥柱彈頭主裝藥",106/02/15,3
7X0H001,南亞塑膠工業股份有限公司仁武廠,高雄市仁武區竹後里水管路101號,07-3711411-7301,07-3716411,097/01/15,"下列項目之生產：＊聚氯乙烯塑膠粒＊膠合劑聚氯乙烯印貼壓軟質膠布聚氯乙烯軟質膠布◎南亞塑膠工業股份有限公司林園廠(高雄市林園區溪洲里工業一路6號)",106/01/14,5
7X9H001,長春人造樹脂廠股份有限公司大發廠,高雄市大寮區大發工業區華西路8號,07-7872654#271,07-7872408,097/03/18,"下列項目之生產：＊瞬間接著劑絕緣紙蒸汽＊丙二酚＊環氧樹脂玻璃纖維◎長春人造樹脂廠股份有限公司大發二廠(高雄市大寮區大發工業區華西路6號)",106/03/17,3
7XEH001,台灣中油股份有限公司石化事業部,高雄市林園區石化二路3號,07-6413701#8469,07-6425164,092/11/25,"下列項目之生產、輸儲、銷售：＊乙烯、丙烯、丁二烯、苯、對二甲苯、鄰二甲苯及其他副產品下列項目之生產：＊LPG液化石油氣下列項目之服務：油槽租賃、油灌車裝運、油駁加油及石化品進出口◎前鎮儲運所(高雄市前鎮區新生路11號)",107/08/19,9
7XEH002,台灣中油股份有限公司煉製事業部高雄煉油廠,高雄市楠梓區左楠路2號,07-5824141＃3546,07-5862045,093/01/16,"下列項目之煉製、裂解、重組、加氫脫硫、摻配、輸儲：＊石油及石油化學品下列項目之輸儲：原油及油料◎烏材林儲運課(高雄市仁武區烏林里林森巷121號)◎觀音儲運課(高雄市大社區嘉誠里食坑巷33號)",105/12/30,8
7XEH004,中國石油化學工業開發股份有限公司小港廠,高雄市小港區中林路34號,07-8711161~9,07-8715487,093/11/05,"下列項目之生產：＊硫酸＊硫酸銨(肥料級)＊己內醯胺",105/11/04,5
7XEH006,台灣中油股份有限公司天然氣事業部永安液化天然氣廠,高雄市永安區新興路1之20號,07-6911131,07-6914762,095/01/11,"下列項目之製造：天然氣下列項目之接收、儲存：液化天然氣",106/12/22,4
7XEH010,勝一化工股份有限公司,高雄市永安區永工一路5號,(07)6219171,(07)6222620,097/12/09,"下列項目之生產：＊甲醛系列(福馬林、醇醛混合物、尿素甲醛樹脂、美耐皿甲醛樹脂、硬化劑)＊工業級有機溶劑(醋酸酯類、醚醇酯類、醚醇類)和電子級各種有機溶劑、有機酸下列項目之服務：液體儲槽租賃服務:各種有機溶劑和有機酸進出口儲存及買賣業務◎永安二廠(高雄市永安區永工一路18號)◎前鎮廠(高雄市前鎮區立業街2號)",106/06/13,2
7XEH016,聯成化學科技股份有限公司林園廠,高雄市林園區工業二路3號,07-6413501#360,07-6421087,104/01/21,"下列項目之生產：＊塑膠增韌劑＊&#37212;酸酐及其衍生物＊反丁烯二酸＊脂肪酸酯＊環氧樹脂",107/01/20,0
3S1I001,台北大眾捷運股份有限公司,台北市中山區中山北路2段48巷7號4樓,02-25363001#2218,02-25118382,093/10/08,"(廠商選擇不公布)",105/12/27,5
3S6I001,中央銀行,台北市羅斯福路1段2號,02-23571612,02-23571616,096/11/23,"(廠商選擇不公布)",105/09/08,4
1S2I002,衛生福利部玉里醫院,花蓮縣玉里鎮中華路448號,03-8886141#2115,03-8980461,098/11/26,"下列項目之資訊安全管理：＊玉里醫院本部的資訊室含電腦機房及病歷資料室各資訊系統相關網路、主機之操作、維護、備份及管理",107/09/30,4
1XDI001,亞洲水泥股份有限公司花蓮製造廠,花蓮縣新城鄉新城村新興路125號,(03)8612101轉204,(03)8612108,098/12/11,"下列項目之資訊安全管理：＊亞泥花蓮廠資訊管理系統、網路及平台之開發、操作、管理及維護 (不含圖控系統)",107/09/30,2
3A0I001,台灣日立股份有限公司,台北市南京東路3段63號,03-3244711轉414,03-3245644,097/10/28,"下列項目之資訊安全管理：＊資訊系統之開發、維運及管理，以及相關運作環境之管理(含管理本部及桃園工廠)",106/10/27,3
3S8I002,經濟部(商業司),台北市福州街15號,02-23212200#359,02-23410602,096/11/23,"下列項目之資訊安全管理：＊商工行政服務E網通系統之開發與維護",105/11/22,4
3S8I009,經濟部(工商憑證管理中心),台北市福州街15號,(02)23212200#307,(02)23410602,098/12/11,"下列項目之資訊安全管理：＊經濟部工商憑證管理中心之憑證管理作業，包括電腦設施、網路、資料管理及機房維運管理",107/09/30,3
3SSI003,網路中文資訊股份有限公司,台北市中山區中山北路二段46號12樓,02-25319696#308,02-25319522,102/09/17,"下列項目之資訊安全管理：＊域名解析及域名註冊管理服務",105/09/16,1
4S2I001,衛生福利部桃園醫院(資訊室),桃園市桃園區中山路1492號,03-3699721#3054,03-3605745,095/09/29,"下列項目之資訊安全管理：＊各資訊系統(含電子病歷)相關之機房、網路、主機之操作、維護、備份及管理",107/09/08,5
